CLE;AB;BA;BP;BP_AB;BP_PM;H;PB;PM;PM_AB;PT;PT_AB;PT_PM;TO;BOG;ALTI;D_1A;D_1AR;D_R;D_2;D_4GA;D_7;D_8;D_8AR;D_WA;ELE;P_DEF;ARI;DWFC;EVA;GDD;MAT;PRECT;PRECU;VPD;AG;BR;FT;HF;HL;LOG;SBOM;SBOS;SBON;O1700;O1880;O1900;O1920
385;49.87;0.09;2.23;8.37;2.49;0.00;0.00;3.21;11.13;0.00;0.00;0.00;0.00;0.45;743.00;19.50;69.20;5.00;0.00;0.00;0.00;0.00;0.00;6.30;103.00;38;1;9;5;7;8;9;9;7;0.00;0.00;3.00;0.416;1.33;28.85;51.74;9.62;14.33;2.70;17.75;20.43;27.96
386;7.41;0.00;2.51;3.12;3.67;0.00;0.00;19.16;40.21;0.00;0.00;0.06;0.00;2.14;697.00;57.00;26.00;0.00;5.00;0.00;0.05;0.00;0.00;10.00;78.00;21;1;9;5;7;8;8;10;7;0.00;0.00;2.00;0.002;1.00;19.03;28.52;0.61;10.25;6.42;14.49;24.94;31.36
387;4.85;0.00;3.34;1.37;7.78;0.00;0.00;36.31;31.88;0.00;0.00;0.68;0.00;1.43;647.00;38.30;48.30;0.50;2.40;0.00;0.00;0.00;0.00;8.60;91.00;22;1;9;5;7;8;9;10;7;0.00;0.00;2.00;0.004;1.00;1.71;32.08;0.20;8.75;29.51;25.78;14.91;18.01
388;2.41;0.00;5.83;0.39;5.59;0.00;0.00;31.31;9.71;0.00;0.47;4.58;0.08;1.71;635.00;38.00;38.00;6.40;1.20;0.00;0.00;0.00;0.00;16.40;98.00;27;1;9;5;7;8;8;9;7;0.00;0.54;2.00;0.040;1.00;31.16;7.61;0.47;6.33;32.27;44.55;7.27;9.09
389;0.97;0.00;2.06;1.30;19.16;0.87;0.65;47.51;7.25;3.57;0.00;3.79;0.00;1.52;602.00;14.60;52.00;19.50;5.70;0.00;0.80;0.00;0.00;7.40;101.00;40;2;9;5;7;8;7;7;7;0.00;0.32;1.00;1.661;1.00;0.22;7.25;0.87;5.50;11.61;42.86;29.47;10.72
390;16.62;0.00;1.67;1.23;1.67;0.00;0.00;35.03;19.16;0.00;0.00;0.04;0.00;1.76;663.00;54.10;17.10;0.00;10.20;0.00;0.00;0.00;0.00;13.10;78.00;24;1;9;5;7;8;9;10;7;0.00;0.53;2.25;0.756;1.00;35.47;18.20;0.44;10.75;27.86;22.05;23.07;21.37
391;10.60;0.00;8.13;1.24;6.89;0.00;0.00;37.28;10.60;0.00;0.00;0.00;0.00;0.88;656.00;55.60;21.10;0.00;4.40;0.00;0.00;0.00;0.00;18.90;91.00;19;1;9;5;7;8;9;9;7;0.00;0.00;2.00;0.024;1.00;52.47;6.01;0.18;7.50;20.97;31.45;13.71;29.03
392;2.58;0.00;1.48;0.37;4.80;0.00;0.00;37.64;25.83;0.00;0.74;2.21;0.00;12.18;674.50;17.00;8.50;4.30;57.40;0.00;4.30;0.00;0.00;8.50;0.00;28;1;9;5;7;8;8;8;7;0.00;0.00;2.00;4.651;1.00;2.58;15.13;2.58;6.00;17.14;5.72;5.72;71.43
393;1.23;0.00;1.23;2.02;9.41;1.34;0.00;43.67;19.37;0.22;0.00;3.92;0.00;2.69;652.00;42.10;47.40;5.20;0.80;0.00;1.50;0.00;0.00;3.00;91.00;13;1;9;5;7;8;8;8;7;0.00;0.11;2.00;0.018;1.00;15.01;12.77;2.24;6.00;25.27;21.98;14.28;35.16
394;20.37;0.00;0.26;0.00;0.26;0.00;0.00;15.93;13.58;0.00;0.00;0.26;0.00;1.83;716.00;24.20;14.60;0.00;37.00;0.00;3.20;0.00;0.00;21.00;0.00;15;1;9;5;7;8;9;9;7;0.00;0.00;2.50;0.005;1.00;41.25;14.36;0.78;11.50;23.44;20.32;20.31;17.19
395;24.71;0.00;1.45;0.00;0.93;0.00;0.00;12.67;34.48;0.00;0.00;0.00;0.00;1.14;750.00;45.30;41.70;4.30;2.90;0.00;0.00;0.00;0.00;5.80;88.00;14;1;9;5;7;8;9;9;7;0.00;0.00;2.00;0.002;1.00;33.44;21.29;0.52;9.00;12.80;14.81;21.54;42.09
396;49.47;0.00;0.00;0.24;2.49;0.00;0.00;9.59;21.30;0.00;0.00;0.00;0.00;1.07;753.00;53.50;33.30;5.30;0.90;0.00;0.00;0.00;0.00;7.00;84.00;10;1;9;5;7;8;9;9;7;0.00;0.00;2.00;0.738;1.00;24.14;30.77;0.59;10.00;18.78;24.85;20.00;24.85
397;9.66;0.00;0.14;0.00;4.76;0.14;0.00;27.35;41.36;0.00;0.00;0.00;0.00;1.09;707.00;51.40;25.70;6.70;0.90;0.00;0.00;0.00;0.00;15.30;93.00;13;2;9;5;7;8;8;8;7;0.00;0.00;2.00;0.002;1.00;1.50;25.85;1.90;7.00;30.68;18.72;20.86;21.48
398;2.41;0.00;2.59;0.86;5.06;2.10;0.06;24.63;21.36;0.00;0.00;0.19;0.00;1.42;685.00;31.20;39.20;18.00;3.20;0.00;0.80;0.00;0.00;7.60;114.00;23;2;9;5;7;8;8;8;7;0.00;0.37;2.00;2.551;1.00;20.06;24.94;15.00;7.75;25.94;13.37;22.73;27.27
399;6.16;0.00;1.66;1.99;1.59;2.39;0.00;5.04;2.85;1.59;0.00;1.66;0.00;2.05;552.45;35.91;40.00;14.09;2.72;0.00;0.00;0.00;0.00;7.27;93.39;15;3;10;5;8;9;7;6;8;0.00;10.74;2.00;0.796;0.00;54.27;14.18;23.72;10.00;1.37;2.05;6.17;24.32
400;0.49;0.07;12.44;0.56;2.52;1.61;1.12;4.33;1.05;13.42;0.00;2.38;0.00;3.98;439.78;50.95;21.90;10.48;10.96;0.00;0.48;0.00;0.00;5.24;78.87;22;4;11;6;9;10;7;5;8;0.00;21.17;2.00;0.674;0.00;12.93;9.85;22.01;11.33;4.06;2.95;4.44;11.65
401;7.39;0.00;7.74;0.23;1.37;0.00;0.00;20.71;1.71;5.69;0.00;3.87;0.00;1.37;522.51;38.84;23.14;14.05;14.87;0.00;1.65;0.00;0.00;6.61;126.02;34;3;10;6;8;9;7;7;8;0.00;0.00;2.00;0.019;1.00;8.99;16.15;42.55;10.67;7.40;1.24;4.94;56.18
402;2.20;0.33;16.56;4.01;1.80;1.27;0.13;8.54;4.14;25.83;0.20;2.80;0.00;1.80;435.38;37.74;29.72;18.40;6.60;0.00;0.47;0.00;0.00;6.60;100.39;32;4;11;6;9;10;7;5;8;0.00;5.54;2.00;1.101;0.00;9.75;23.90;15.02;11.00;1.08;0.87;5.17;28.23
403;8.67;0.12;11.10;0.58;2.77;3.12;0.58;19.31;4.86;11.68;0.81;7.05;0.00;0.35;450.00;34.11;20.16;9.30;29.46;0.00;0.00;0.00;0.00;3.10;0.00;57;4;10;6;9;10;7;6;8;0.00;0.00;2.00;6.117;1.00;17.11;26.82;21.16;10.00;7.26;4.70;15.81;34.19
404;3.73;0.00;41.77;4.91;0.09;0.36;0.00;5.91;5.10;5.10;0.00;2.37;0.00;0.09;480.51;23.42;37.97;31.01;4.43;0.00;0.00;0.00;0.00;2.53;148.48;44;3;10;6;8;9;7;6;8;0.00;0.18;2.00;0.000;1.00;32.21;58.33;25.84;10.33;1.60;3.74;13.90;26.20
405;19.09;1.73;11.10;6.45;6.87;0.92;0.00;12.71;6.53;5.22;0.65;4.88;0.19;0.23;538.72;33.16;37.82;23.06;1.30;0.00;0.00;0.00;0.00;4.66;155.95;49;3;10;6;8;9;7;6;8;0.00;0.00;2.63;0.013;3.38;20.47;29.26;8.60;9.75;4.71;9.41;12.18;43.50
406;2.12;0.00;1.88;1.53;0.71;19.08;0.00;2.12;4.48;12.37;0.24;4.71;0.00;2.94;73.15;0.00;2.72;28.57;0.00;0.00;3.40;0.68;0.00;19.05;51.71;6;8;12;7;10;11;5;3;8;0.47;8.24;1.67;51.684;1.00;23.91;12.72;9.89;8.00;0.00;0.55;6.01;13.66
407;2.75;0.00;0.67;0.58;0.17;6.41;0.58;2.41;2.66;5.99;0.08;0.67;0.00;45.42;37.75;0.87;0.44;0.87;0.00;0.00;38.43;0.00;0.00;13.97;11.70;0;8;12;7;10;11;5;2;8;2.50;5.07;1.50;66.319;1.67;8.49;5.32;3.08;4.80;8.80;7.20;9.60;19.20
408;5.77;0.00;3.91;2.98;0.74;8.19;0.00;4.47;5.40;3.17;0.00;3.72;0.00;30.35;64.01;0.00;0.00;1.09;0.00;0.00;21.74;0.00;0.00;14.13;19.05;5;8;12;7;10;11;5;2;8;2.05;7.26;2.00;33.293;1.00;18.44;8.19;2.61;6.00;3.16;2.11;13.68;8.42
409;17.21;0.00;4.09;1.32;1.93;8.66;0.00;24.67;16.00;2.65;0.00;1.56;0.00;4.33;68.58;0.00;5.16;5.16;0.00;0.00;5.16;1.94;0.00;3.87;27.85;0;7;12;7;10;11;6;3;8;0.12;3.13;1.75;8.634;1.00;24.79;10.11;2.65;6.50;11.57;8.07;8.42;30.18
410;12.83;0.00;3.40;3.73;2.19;14.47;0.49;12.77;8.72;6.63;0.82;4.11;0.00;6.30;71.12;0.37;0.73;23.08;0.00;0.00;6.59;2.56;0.00;4.40;49.66;9;7;12;7;10;11;6;3;8;1.37;3.13;1.83;51.644;1.00;26.43;8.39;1.43;8.00;1.09;2.18;7.19;30.06
411;7.12;0.00;5.99;2.53;1.46;20.64;2.46;7.52;11.85;10.45;0.40;1.93;0.00;1.46;94.49;0.44;3.95;50.00;0.44;0.00;0.00;0.00;0.00;6.58;97.61;32;7;12;7;10;11;6;4;8;0.87;4.33;2.00;72.350;1.75;20.04;13.85;3.93;7.80;11.15;3.83;7.31;21.26
412;3.16;0.00;2.23;1.92;2.27;4.62;26.48;5.04;5.85;10.55;5.97;5.97;0.27;4.08;103.91;1.50;1.00;19.20;8.48;0.00;8.48;0.00;0.00;2.00;52.91;15;6;12;8;11;11;7;4;9;0.62;2.66;2.00;18.141;1.00;14.93;3.23;0.54;9.57;0.48;2.15;12.65;18.85
413;0.67;0.17;4.34;1.17;4.17;19.20;7.51;7.35;2.17;10.02;2.34;7.01;0.67;16.36;74.51;3.37;2.25;39.33;2.25;0.00;21.35;0.00;0.00;0.00;36.09;0;7;12;8;11;11;6;3;9;0.00;1.50;2.00;41.617;1.00;5.18;4.67;0.33;8.50;1.98;1.32;1.97;17.76
414;3.02;0.00;2.87;2.65;4.86;4.64;7.80;5.08;4.49;11.55;4.64;14.57;1.10;9.27;79.63;1.44;2.39;16.75;9.09;0.00;15.31;0.00;0.00;3.35;50.22;6;7;12;8;11;11;6;3;9;4.56;0.00;2.00;10.309;1.25;10.89;7.73;1.32;10.50;1.34;2.02;7.40;33.86
415;14.06;0.00;2.16;2.68;4.50;2.77;0.09;29.85;22.88;1.28;0.21;2.07;0.00;1.00;382.04;1.75;9.83;76.64;1.97;0.00;0.22;0.00;0.00;9.61;141.92;41;4;10;6;8;9;6;5;8;0.00;1.70;0.00;24.453;1.00;28.67;5.90;0.09;4.11;15.19;9.31;18.13;27.45
416;14.80;0.00;1.17;3.03;3.26;1.63;0.12;9.21;11.77;0.47;0.82;2.56;0.00;2.45;351.16;9.73;50.44;38.94;0.00;0.00;0.88;0.00;0.00;0.00;144.78;36;5;10;6;8;9;6;5;8;0.00;0.47;0.00;13.804;0.00;67.72;7.34;0.00;3.00;10.24;3.41;12.50;19.31
417;11.04;0.00;0.33;3.34;1.00;0.67;9.87;8.36;14.38;3.34;1.00;17.06;0.00;1.34;215.46;29.76;35.71;9.52;10.71;0.00;0.00;0.00;0.00;14.29;129.79;43;6;11;6;9;9;6;4;8;0.00;0.00;2.00;0.279;2.00;17.56;18.73;0.50;3.00;22.23;9.73;23.61;43.06
418;6.53;0.00;1.90;2.97;2.23;11.23;0.72;9.14;16.53;1.60;0.97;3.22;0.00;1.45;319.93;1.52;13.09;70.32;2.13;0.00;0.15;0.30;0.00;12.18;128.20;37;5;10;6;8;9;6;4;8;0.00;9.12;1.75;3.676;1.00;26.16;18.24;3.24;5.55;10.48;6.98;13.35;25.47
419;1.82;0.00;9.54;2.78;2.53;17.63;0.41;1.16;3.86;8.75;1.08;6.76;0.00;2.74;343.21;3.28;3.88;74.93;1.49;0.00;0.60;0.00;0.00;15.82;122.34;36;5;10;6;8;9;6;4;8;0.00;20.28;1.60;100.000;1.17;8.00;4.11;0.12;4.50;5.29;2.65;13.23;4.24
420;11.37;0.00;1.86;1.09;4.85;3.20;2.33;36.13;14.07;0.03;0.00;0.28;0.00;1.40;365.12;10.04;23.14;45.20;10.26;0.00;0.44;0.00;0.00;10.92;101.20;35;4;10;6;8;9;6;5;8;0.00;0.00;1.00;37.875;2.00;42.19;4.07;0.16;6.20;40.94;9.06;17.78;17.45
421;11.93;0.00;4.60;6.58;3.14;5.36;0.81;13.97;16.47;1.16;2.04;0.93;0.00;3.08;199.00;4.98;12.64;38.31;28.35;0.00;1.53;0.00;0.00;7.28;0.00;44;6;11;6;9;10;6;4;8;0.00;2.15;1.50;0.175;0.00;29.57;32.48;4.19;5.80;12.24;7.48;14.28;25.85
422;6.59;0.00;2.95;2.56;2.95;5.51;0.00;6.00;18.19;5.01;2.75;1.57;0.00;0.69;280.85;0.00;10.56;70.42;2.82;0.00;0.70;0.00;0.00;11.27;139.79;36;6;11;6;9;9;6;4;8;0.00;7.37;1.00;22.156;1.67;36.48;27.53;5.11;8.67;2.66;4.00;20.00;20.00
423;4.03;0.00;2.32;0.94;1.54;16.12;0.00;7.80;20.07;9.09;1.29;3.26;0.00;1.46;316.56;5.66;36.48;50.31;3.15;0.00;0.63;0.00;0.00;1.89;131.93;44;6;11;6;8;9;6;4;8;0.00;19.98;1.00;62.992;1.00;1.80;21.18;3.95;7.00;9.79;11.95;22.83;29.35
424;7.93;0.00;0.20;0.66;0.40;19.82;0.07;30.91;24.64;0.53;0.33;0.20;0.00;1.06;444.50;2.83;12.26;73.58;0.94;0.00;0.47;0.00;0.00;9.91;138.72;52;4;10;6;8;9;5;5;8;0.00;0.00;1.00;92.633;1.00;0.00;0.59;0.00;7.33;61.40;16.66;15.78;6.14
425;18.14;0.00;0.65;1.08;0.22;3.67;0.65;22.46;42.98;0.65;0.00;1.08;0.00;1.08;381.00;4.76;34.92;50.79;1.59;0.00;0.00;0.00;0.00;7.94;115.82;63;4;10;6;8;9;6;5;8;0.00;0.00;0.00;100.000;1.00;0.00;1.73;0.00;8.00;59.45;13.52;12.16;12.16
426;27.44;0.00;0.13;5.49;0.67;1.20;0.00;14.06;33.47;0.54;0.00;0.00;0.00;1.47;323.09;24.30;31.78;19.63;12.15;0.00;0.00;0.00;0.00;12.15;112.06;56;4;10;6;8;9;6;5;8;0.00;0.13;1.00;89.627;1.33;0.54;20.35;0.67;9.33;47.55;26.22;16.40;9.84
427;25.30;0.00;0.17;0.60;1.11;3.69;0.60;30.19;27.79;0.00;0.00;0.60;0.00;0.86;380.10;2.99;28.74;52.10;8.98;0.00;0.60;0.00;0.00;6.59;129.77;36;4;10;6;8;9;6;5;8;0.00;0.00;1.00;99.747;1.67;12.18;3.34;0.00;7.67;53.34;12.00;24.00;10.66
428;13.71;0.03;3.49;1.47;2.27;4.05;0.03;38.40;15.25;0.06;0.00;0.17;0.00;1.16;334.40;2.49;18.50;67.98;4.36;0.00;0.62;0.00;0.00;5.61;133.17;43;5;11;6;8;9;6;5;8;0.00;0.23;1.00;40.345;1.00;50.41;13.40;2.32;9.43;33.44;15.80;15.80;16.72
429;18.45;0.00;0.34;1.49;1.43;5.56;0.40;30.77;24.70;2.23;0.23;5.67;0.00;2.12;372.33;4.08;33.06;53.47;4.08;0.00;0.41;0.00;0.00;4.08;124.01;56;4;11;6;8;9;6;5;8;0.00;0.00;1.00;91.726;2.00;2.92;16.05;0.57;10.00;25.67;18.92;37.84;16.22
430;15.19;0.79;6.50;6.38;8.04;2.92;0.00;17.06;25.10;0.10;0.13;1.77;0.00;1.02;241.77;9.40;32.89;42.67;5.45;0.00;0.38;0.00;0.00;6.77;115.20;26;6;11;7;9;10;6;4;8;0.00;0.41;1.50;61.406;1.00;17.03;31.96;2.97;12.40;16.33;13.57;16.84;24.38
431;12.78;0.10;3.97;3.87;2.81;5.61;0.48;13.75;6.58;11.42;4.16;14.62;0.00;0.10;163.83;3.45;16.55;26.21;5.52;0.00;0.00;0.00;0.00;5.52;0.00;45;6;11;7;9;10;6;4;8;0.00;0.48;1.00;25.597;2.00;12.97;20.81;6.78;11.00;7.82;17.19;12.50;32.82
432;5.51;0.00;0.70;0.20;1.10;5.81;0.00;30.53;6.81;5.21;0.20;9.81;0.00;0.70;346.32;9.66;53.79;28.97;1.38;0.00;0.00;0.00;0.00;5.52;100.82;37;5;11;6;8;9;6;5;8;0.00;0.10;1.50;0.016;0.00;52.05;1.80;0.60;11.00;8.61;6.04;16.37;35.35
433;10.67;0.00;0.82;1.37;0.55;2.33;0.27;19.56;11.49;4.10;1.23;5.75;0.00;0.82;360.68;18.63;43.14;20.59;9.80;0.00;0.00;0.00;0.00;7.84;128.74;69;4;11;6;8;9;6;5;8;0.00;0.00;1.33;0.265;1.00;61.42;2.33;0.00;10.00;5.12;1.70;15.39;32.48
434;5.76;0.00;3.66;0.95;2.28;3.71;0.71;35.63;9.61;0.71;0.19;0.14;0.00;1.43;467.51;45.54;29.70;13.86;5.94;0.00;0.33;0.00;0.00;4.62;100.11;38;4;11;6;9;9;6;5;8;0.00;0.10;1.67;1.994;1.00;40.63;17.94;14.13;9.83;26.34;10.18;16.77;13.17
435;1.63;0.00;11.90;0.27;1.00;8.08;10.17;5.09;5.00;28.34;0.09;5.36;0.00;1.18;317.00;17.68;12.20;32.32;23.17;0.00;0.00;0.00;0.00;3.05;0.00;56;5;11;7;9;10;6;4;8;0.00;5.09;1.50;82.503;2.00;10.99;8.63;2.54;9.00;0.00;0.00;6.46;16.13
436;4.91;0.00;2.87;0.30;0.30;5.80;2.81;11.43;7.96;6.28;0.06;1.92;0.00;2.03;462.92;16.67;48.68;25.44;6.15;0.00;0.00;0.00;0.00;3.07;125.49;48;4;10;6;8;9;5;5;8;0.00;4.01;1.00;26.024;0.00;56.91;1.68;0.30;8.00;12.27;5.81;7.75;21.94
437;2.68;0.00;11.30;1.15;0.32;14.17;4.79;1.85;8.36;35.04;0.00;2.55;0.00;1.40;369.30;9.95;27.15;55.20;1.81;0.00;0.00;0.00;0.00;4.98;142.12;59;4;11;6;9;9;6;5;8;0.00;3.83;1.00;89.512;2.00;17.74;4.91;0.96;9.60;6.70;4.70;6.04;12.76
438;23.57;0.00;6.02;6.02;2.70;0.83;0.83;4.26;24.40;2.60;0.10;1.66;0.00;1.56;414.53;47.69;30.00;5.38;12.31;0.00;0.77;0.00;0.00;3.85;78.64;45;4;10;6;8;9;6;5;8;0.00;0.21;1.00;13.985;0.00;64.69;6.65;0.00;10.00;0.75;4.48;9.70;38.80
439;10.00;0.00;1.76;4.51;1.57;1.76;0.00;25.49;23.33;0.00;0.00;1.18;0.00;0.98;292.42;12.00;41.33;28.00;4.00;0.00;0.00;0.00;0.00;10.67;144.78;53;5;11;6;9;9;6;5;8;0.00;0.00;1.00;0.015;1.00;35.49;3.53;0.00;12.50;14.44;10.00;23.33;20.00
440;18.39;0.00;3.13;8.22;2.74;10.41;0.08;10.41;24.88;1.17;0.47;1.80;0.00;1.56;248.63;1.67;36.67;52.78;1.67;0.00;0.56;0.00;0.00;4.44;136.72;49;6;11;7;9;10;6;4;8;0.00;1.49;1.25;9.230;3.00;47.42;17.21;0.08;11.00;8.23;5.63;12.12;33.33
441;1.46;0.22;15.11;4.31;2.04;5.84;7.37;10.07;4.53;5.69;0.95;0.88;0.00;0.51;339.00;25.87;13.43;29.35;12.44;0.00;0.00;0.00;0.00;0.00;0.00;55;5;11;6;9;10;6;5;9;0.00;5.04;2.00;8.539;1.00;16.06;21.68;24.53;10.67;3.72;4.97;9.54;20.33
442;6.45;0.00;12.41;0.25;0.74;11.17;0.25;12.90;17.37;7.94;0.00;0.74;0.00;3.97;475.49;11.86;28.81;57.63;1.69;0.00;0.00;0.00;0.00;0.00;140.09;42;4;10;6;8;9;6;5;8;0.00;1.24;1.00;17.914;0.00;56.33;10.42;1.49;9.00;0.00;0.00;16.66;36.66
443;2.27;0.00;14.77;0.38;0.51;5.43;2.53;8.84;14.65;26.89;0.00;1.77;0.00;1.52;368.05;12.15;41.12;40.19;0.00;0.00;0.93;0.00;0.00;4.67;135.37;44;4;11;6;9;10;6;5;8;0.00;1.26;2.00;70.306;1.00;27.15;15.78;8.46;9.50;1.56;10.94;25.01;15.62
444;1.29;0.00;15.63;4.40;7.52;2.58;0.97;9.94;7.04;9.72;5.59;5.80;0.00;1.29;290.97;18.04;36.47;37.22;2.63;0.00;0.00;0.00;0.00;4.14;120.72;42;5;11;7;9;10;7;5;9;0.00;2.04;2.00;15.223;1.00;12.51;25.78;14.02;10.20;3.28;7.66;16.79;26.28
445;0.09;0.00;25.36;3.42;5.03;6.74;0.95;4.65;5.32;15.29;0.76;0.66;0.00;1.80;307.06;9.68;32.90;46.45;3.88;0.00;0.00;0.00;0.00;5.81;126.82;46;4;11;6;9;10;7;5;8;0.00;5.60;2.00;2.798;1.50;24.79;16.81;5.51;12.00;1.36;2.04;4.07;20.68
446;3.88;0.00;10.18;1.29;0.57;8.48;2.99;14.14;4.68;22.37;0.32;8.72;0.00;0.97;205.34;2.78;32.78;47.22;3.89;0.00;0.56;0.00;0.00;10.00;126.68;50;6;11;7;10;10;6;4;8;0.00;4.77;1.50;62.758;2.50;19.14;11.31;1.94;10.00;3.78;5.40;17.30;24.32
447;6.19;0.00;0.43;0.46;0.89;14.43;0.46;47.10;14.09;0.12;0.15;0.46;0.00;2.79;480.67;1.07;10.46;71.31;5.09;0.00;0.54;0.00;0.00;11.53;104.70;21;4;10;6;8;9;5;5;8;0.00;0.08;0.00;85.945;0.00;0.00;0.00;0.00;4.00;68.42;20.53;6.31;4.74
448;12.20;0.00;0.44;2.18;1.74;5.45;0.00;42.05;19.61;0.00;0.00;0.22;0.00;1.31;503.90;18.46;33.85;35.38;0.00;0.00;0.00;0.00;0.00;12.31;88.27;42;4;10;6;8;9;5;4;8;0.00;0.00;0.00;100.000;0.00;0.00;0.00;0.00;9.00;68.58;14.28;11.43;2.86
449;0.70;0.00;2.28;1.93;4.57;0.00;9.49;15.29;13.71;10.54;2.99;22.32;0.00;1.58;250.51;34.57;27.16;22.22;8.64;0.00;0.00;0.00;0.00;7.41;113.82;53;5;10;6;8;9;6;4;8;0.00;1.41;1.00;0.989;1.00;7.38;2.99;0.00;3.00;0.81;15.33;48.39;26.62
450;3.39;0.00;0.76;0.97;0.89;14.06;0.21;3.30;6.69;12.66;1.78;6.95;0.00;3.18;398.60;2.19;9.69;72.50;4.38;0.00;2.19;0.00;0.00;9.06;101.60;32;5;10;5;7;9;6;4;8;0.00;27.74;1.00;89.701;1.00;10.12;2.33;0.13;4.20;4.51;7.34;11.86;9.04
451;8.24;0.00;0.91;4.78;0.70;8.77;0.07;7.86;27.22;2.32;0.91;0.58;0.00;1.08;177.14;4.01;30.70;47.34;2.96;0.00;0.24;0.00;0.00;8.38;113.45;39;7;11;6;9;10;5;2;8;0.00;4.73;1.94;8.612;1.22;21.07;27.39;11.69;7.33;11.86;8.81;15.81;25.54
452;4.16;0.00;1.88;7.15;2.84;3.65;10.09;17.23;20.63;1.62;0.20;3.85;0.00;6.13;286.41;23.88;34.70;6.34;22.39;0.00;7.09;0.00;0.00;4.48;89.44;23;5;10;5;8;9;6;4;8;0.00;5.02;1.00;15.120;1.00;10.64;18.65;0.66;3.00;15.66;20.18;32.23;13.85
453;6.28;0.00;0.68;10.69;0.47;5.31;0.90;15.35;20.23;8.29;0.04;0.36;0.00;2.58;373.82;12.79;38.38;29.24;5.74;0.00;1.57;0.00;0.00;8.09;101.01;20;6;10;6;8;9;5;3;8;0.00;9.36;1.43;25.705;1.14;9.07;17.50;3.26;4.57;40.36;14.15;15.66;10.54
454;6.30;0.00;0.65;13.99;0.80;3.19;3.04;25.87;27.54;0.00;0.00;0.14;0.00;1.01;210.00;17.48;20.87;33.98;16.02;0.00;0.00;0.00;0.00;5.83;0.00;52;7;11;6;9;9;5;2;8;0.00;0.36;1.00;0.003;1.50;3.41;33.91;9.78;4.67;32.97;15.93;23.08;16.48
455;6.12;0.00;0.53;9.35;0.75;1.07;0.69;19.23;29.92;0.00;0.31;0.13;0.03;1.54;346.63;22.69;33.48;25.84;13.71;0.00;0.00;0.00;0.00;4.04;119.59;40;6;10;5;8;9;5;3;7;0.00;0.69;1.00;0.003;1.00;31.02;22.55;2.16;3.14;41.58;17.48;15.14;12.37
456;18.35;0.00;0.00;4.94;0.14;1.37;0.00;13.73;40.18;0.00;0.18;0.27;0.00;1.83;318.37;11.55;44.22;32.34;4.95;0.00;0.66;0.00;0.00;4.62;113.24;29;6;10;5;8;9;5;3;7;0.00;0.00;1.00;0.013;0.00;32.54;9.29;0.73;4.33;34.50;18.72;15.20;12.86
457;12.36;0.00;5.09;15.42;1.68;0.46;0.08;5.57;21.40;2.68;0.78;0.16;0.00;1.30;222.14;23.91;42.69;17.65;3.23;0.00;0.38;0.00;0.00;9.49;101.79;23;7;11;6;9;10;5;2;8;0.00;0.22;1.33;7.170;2.33;22.05;37.15;12.15;5.22;10.16;10.99;10.72;25.82
458;8.52;0.00;0.72;2.86;1.56;23.75;4.88;15.88;21.01;0.13;0.33;1.04;0.00;7.22;78.23;0.00;0.00;29.52;0.00;0.00;7.93;0.00;0.00;5.29;47.63;6;6;11;6;9;10;7;3;6;0.00;2.08;0.00;1.543;3.00;4.81;2.93;0.00;1.00;42.85;32.47;20.78;2.60
459;11.60;0.00;0.58;1.49;0.29;2.49;5.51;11.18;17.82;0.36;0.55;0.55;0.00;16.49;60.81;4.74;1.24;5.15;4.95;0.00;16.49;0.82;0.00;5.36;23.80;4;6;11;6;9;10;7;3;7;0.26;8.71;0.00;5.799;0.00;22.25;4.31;0.23;1.00;23.76;15.00;8.13;34.38
460;0.52;0.00;0.00;1.22;0.00;58.26;0.00;0.17;1.22;0.00;0.17;0.17;0.00;1.74;106.20;0.00;0.00;75.26;0.00;0.00;14.43;0.00;0.00;2.06;41.24;9;7;11;6;9;10;7;3;7;0.00;31.65;0.00;1.516;0.00;0.00;0.00;0.00;2.00;2.22;3.70;0.00;8.89
461;6.43;0.00;0.10;0.60;0.00;18.47;1.31;4.12;8.94;0.50;0.20;0.30;0.00;22.69;74.44;0.00;0.00;5.88;0.00;0.00;25.74;0.00;0.00;3.68;24.70;0;7;11;6;9;10;6;3;7;0.00;13.76;0.00;0.106;2.00;17.37;1.31;0.10;2.00;22.22;14.81;18.52;22.22
462;8.45;0.00;0.69;1.81;1.42;4.62;0.45;13.73;14.54;1.06;1.24;0.60;0.00;14.27;72.17;1.78;2.76;7.10;7.49;0.00;13.02;0.00;0.00;1.38;28.90;6;9;11;7;9;10;5;1;7;0.00;4.77;1.20;4.741;2.33;41.34;5.19;0.06;3.18;12.54;12.89;25.78;25.09
463;13.31;0.00;5.54;16.02;1.30;0.24;1.53;10.48;12.37;2.94;1.65;0.47;0.12;2.47;119.74;8.59;10.16;7.81;0.00;0.00;2.34;0.00;0.00;4.69;76.20;13;7;11;6;9;10;5;2;8;0.00;0.35;2.00;0.040;3.00;21.91;22.85;20.61;5.00;8.00;12.00;16.00;24.00
464;61.04;1.10;0.10;2.30;0.50;0.00;0.00;6.79;18.08;0.00;0.20;0.20;0.50;0.10;460.59;28.37;0.00;0.00;0.00;0.00;2.13;66.67;1.42;0.00;36.26;9;3;10;6;7;10;8;6;8;0.00;0.00;1.67;0.000;3.67;28.67;22.08;0.00;5.67;10.98;10.37;14.64;25.61
