"","CLE","AB","BA","BP","BP_AB","BP_PM","H","PB","PM","PM_AB","PT","PT_AB","PT_PM","TO","BOG","ALTI","D_1A","D_1AR","D_R","D_2","D_4GA","D_7","D_8","D_8AR","D_WA","ELE","P_DEF","ARI","DWFC","EVA","GDD","MAT","PRECT","PRECU","VPD","AG","BR","FT","HF","HL","LOG","SBOM","SBOS","SBON","O1700","O1880","O1900","O1920","rf_index","Forest_Type","RainFall"
"73",73,0.09,0,3.53,0.19,0.56,1.58,3.34,11.87,0.19,15.58,0,8.72,0,15.31,313.51,0,9.21,4.61,0.66,33.55,44.08,0,0,3.29,12.01,0,5,10,7,10,10,5,5,10,4.82,11.87,7.67,38.12,1.33,9,2.97,1.48,8.67,0,3.77,8.49,17.92,"H_c","c","H"
"74",74,1.32,0.63,10.61,0.79,2.53,0.21,1.58,17.69,0.37,5.81,0.11,6.18,0,11.19,311.01,0.37,6.27,0.74,4.8,31,31.37,0,0,11.81,8.98,0,5,10,7,10,10,5,5,10,0.84,3.7,7,25.92,1.5,19.54,17.63,6.49,10,7.2,8.64,11.51,29.5,"H_c","c","H"
"75",75,0.39,0,2.35,0.78,1.18,0,0.55,3.14,0.16,12.71,0.39,5.18,0,8.63,304.8,0,1.1,2.2,0,51.1,12.64,0,0,32.42,5.49,0,5,10,7,10,10,5,5,10,12.63,1.8,8,24.414,1,6.51,3.45,0.78,10.67,2.04,0,0,4.08,"H_n","n","H"
"76",76,0.47,0,17.35,2.03,6.75,1.28,0.95,13.84,0.41,5.13,0,3.17,0,9.32,311.64,0,10.19,10.19,0,42.59,18.52,0,0,18.06,21.34,2,5,10,7,10,10,5,4,10,0,1.69,5,8.608,1.5,18.3,10.67,5.67,10,5.52,6.13,7.97,36.19,"L_c","c","L"
"77",77,0,0,1.06,0,4.24,0,41.95,30.72,0,0,0,3.18,0,13.98,365.2,35.61,6.06,5.3,0.76,0,4.55,0,0,4.55,35.76,6,4,10,7,9,9,5,6,9,0,0.85,5,0,1,5.72,0,0,4,0,0,17.24,75.86,"H_c","c","H"
"78",78,1.35,0,38.07,7.7,7.45,0,0.65,12.11,2.2,1.2,0.05,2.1,0,1.75,436.96,36.82,43.92,3.04,8.45,0,0.68,0,0,6.08,64.57,14,4,10,7,9,10,6,6,9,0,0.1,5,0.579,1.2,26.71,44.47,4.4,6.8,5.2,12,20.4,26.4,"H_c","c","H"
"79",79,0.99,0.41,23.06,7.05,7.57,0,9.67,25.63,0.82,1.34,0.23,1.46,0,3.2,402.73,12.77,27.23,1.28,44.68,0,2.98,0,0,10.21,55.13,4,4,10,7,9,9,6,6,9,0,0.12,4.5,0.031,1,4.95,28.42,2.04,6.25,14.43,8.92,13.65,36.75,"H_c","c","H"
"80",80,1.69,1.22,29.95,19.04,8.33,0,1.96,15.31,0.61,0.27,0,0.61,0,1.49,447.28,40.09,44.34,0.94,8.02,0,0,0,0,6.6,94.42,55,4,10,7,9,9,6,6,9,0,0.14,5.5,0,1,2.37,53.66,11.11,7,15.48,7.75,18.39,32.58,"H_d","d","H"
"81",81,2.93,0.27,35.05,19.22,9.38,0,0.05,16.1,2.62,1.31,0.05,0.14,0,0.5,462.81,28.32,57.35,5.73,6.45,0,0,0,0,2.15,108.65,38,3,10,6,9,9,6,6,9,0,0,4.25,0,1,5.5,59.49,1.17,5,8.15,19.88,21.07,25.65,"H_d","d","H"
"82",82,3.14,0,8.9,7.07,4.19,0,0,18.06,2.88,7.33,0,5.24,0,0.26,394,7,25,0,54.01,0,0.01,0,0,14,55,0,4,10,7,9,9,6,6,9,0,0,4,7.366,1,39.01,20.94,0.26,5,4.35,13.04,9.78,20.66,"H_c","c","H"
"83",83,3.81,0,21.44,16.36,8.53,0,0.07,19.25,5.22,1.06,0.56,1.76,0,1.55,443,19,64,4,5.02,0,2,0,0,6,82,33,4,10,7,9,9,6,6,9,0,0.21,4,0,2,20.24,45.77,1.48,5,9.53,12.5,20.24,27.39,"H_c","c","H"
"84",84,5.55,0,19.88,15.66,7.37,0,0.08,13.34,5.39,0.83,0.33,1.24,0,2.49,449.58,37.35,48.8,1.2,6.02,0,0,0,0,6.63,66.64,22,3,10,6,9,9,6,6,9,0,0,4,0.005,1.6,30.41,47.89,2.07,5.4,9.8,21.56,19.61,13.72,"H_d","d","H"
"85",85,6.94,0,8.66,17.04,7.73,0.14,0,17.11,4.01,2.86,0.79,2.72,0,1.15,460.41,47.31,27.96,3.23,8.07,0,0,0,0,13.44,76.66,13,3,10,6,9,9,6,7,8,0,0.14,6,0.001,1,24.77,34.22,0.64,6.5,7.95,16.19,19.32,20.46,"H_c","c","H"
"86",86,0.86,0,13.38,8.66,6.08,0,7.3,28.25,3.93,5.51,0.36,6.29,0,4.08,458.8,71.88,17.71,0,3.64,0,1.56,0,0,5.21,67.49,12,3,10,6,8,9,6,7,8,0,0.36,6,0.271,1,29.11,23.32,2.29,6.67,7.45,13.22,25.62,14.87,"H_c","c","H"
"87",87,2.85,0,11.68,11.03,15.36,0,0.11,23.04,0.66,2.25,1.59,5.76,0,1.32,472.72,52.47,31.94,1.14,7.98,0,0.38,0,0,6.08,87.24,17,3,10,6,9,9,6,6,9,0,0,5.71,0.002,1.71,27.37,26.55,1.04,6.14,12.32,14.04,18.49,13.36,"H_c","c","H"
"88",88,3.68,0,25.47,14.37,13.32,0,2.01,22.62,1.25,1.32,0.14,1.67,0,1.94,466.15,39.23,40.19,10.05,6.7,0,0.48,0,0,3.35,100.65,33,3,10,6,9,9,6,6,9,0,0,6,0,1,9.3,46.56,3.33,5,10.42,13.54,22.4,23.44,"H_c","c","H"
"89",89,0.28,0,16.06,4.76,1.96,0,16.53,22.13,0.93,6.72,0.47,9.71,0,2.43,430.16,59.87,21.05,0.66,11.84,0,0.66,0,0,3.95,50.38,10,4,10,7,9,9,6,6,9,0,1.49,6.33,5.757,1,32.12,13.63,6.16,6,10.81,4.5,9.91,39.64,"H_c","c","H"
"90",90,0,0,2.8,0,8.05,0.37,32.07,16.1,0.37,0.12,0,2.32,0,5.85,435.61,61.67,20.83,0,9.16,0,2.5,0,0,5,59.38,13,3,10,7,9,9,6,6,9,0,3.05,2.5,0.004,1,37.56,1.46,0,3.5,5.44,1.36,21.09,10.2,"H_c","c","H"
"91",91,0,0,2.8,0.2,16.22,7.21,18.12,35.54,0.1,1,0,3,0,3,458.96,50,37.86,2.14,0.71,0,0.71,0,0,8.57,76.74,21,3,10,6,8,9,6,6,9,0,0.9,2,0.002,1,18.92,0,0,2.5,0,5.61,18.69,53.27,"H_c","c","H"
"92",92,0,0,3.57,0.24,8.2,4.64,13.67,35.43,0,0.71,0,4.04,0,4.52,424.64,64.52,16.13,0,3.23,0,4.84,0,0,11.29,54.73,7,3,10,6,9,9,6,6,9,0,0.83,2,0,1,29.96,0,0,2.67,0,11.76,39.5,26.06,"H_c","c","H"
"93",93,0,0,2.34,0.62,3.08,0,29.35,16.77,0.25,0.37,0,2.1,0,8.26,433.14,68.75,4.17,0,4.68,0,4.69,0,0,17.19,41.63,4,3,10,6,8,9,6,7,8,0,2.59,2,0.002,1,45.87,0.12,0,4,1,7,13,13,"H_c","c","H"
"94",94,0,0,6.05,0.2,11.23,0.2,39.75,22.75,0.49,1.95,0,2.73,0,3.32,404.81,49.32,27.03,3.38,12.17,0,1.35,0,0,6.76,75.11,15,3,10,6,9,9,6,6,9,0,0,2,0.011,1,31.54,0.88,0,3,2.86,14.29,52.86,18.57,"H_c","c","H"
"95",95,0,0,2.07,0.37,16.59,3.41,39.88,19.15,0.73,0.98,0,0.61,0,3.66,436.66,27.35,46.15,8.55,7.69,0,0,0,0,10.26,96.77,32,3,10,6,8,9,6,6,9,0,0,2,0.002,1,10.24,2.07,0.12,2,13.54,22.92,43.76,13.54,"H_c","c","H"
"96",96,0.33,0,1.19,1.66,11.49,0.14,26.34,28.43,4.7,0,0.05,0.09,0,6.83,415.11,49.67,30.39,1.31,3.59,0,1.96,0,0,12.09,68.05,12,3,10,6,8,9,6,6,9,0,0.28,2,2.729,1,1.33,6.36,0.76,2.6,11.76,36.2,25.34,7.69,"H_c","c","H"
"97",97,0.35,0,16.49,0,7.98,0.27,20.83,19.06,0.09,0.27,0,2.22,0,9.13,392.31,45.73,15.24,2.44,2.44,0,3.66,0,0,2.44,48.26,4,4,10,7,9,9,6,6,10,0,5.14,6.33,12.468,2,31.83,8.07,2.84,5.67,3.58,4.47,12.5,51.79,"H_c","c","H"
"98",98,0.11,0,6.85,0,4.09,0,47.96,16.46,0,0.22,0,1.77,0,10.28,415.29,65.91,5.3,0,13.64,0,5.3,0,0,6.06,41.62,3,4,10,7,9,9,6,6,9,0,2.21,7,0.004,2,19.23,1.22,0,4,2.24,4.49,13.48,44.39,"H_c","c","H"
"99",99,0,0,8.63,0.14,4.67,0.14,33.64,10.93,0.07,0.5,0,2.01,0,3.45,448.13,48.17,11.52,2.09,28.27,0,0.52,0,0,7.85,49.75,9,4,10,7,9,9,6,6,9,0,10.57,6,4.545,1.25,34,1.94,0.14,5.25,1.2,4.79,28.14,25.74,"H_c","c","H"
"100",100,0,0,15.41,3.35,6.7,1.01,29.15,20.27,1.01,1.51,0,3.18,0,2.35,451.82,67.39,26.09,0,2.17,0,0,0,0,4.35,57.91,15,4,10,7,9,9,6,6,9,0,8.88,5.5,43.687,1,25.29,3.69,0,4.5,0,12.99,25.98,19.48,"H_c","c","H"
"101",101,0.15,0,7.74,0.77,4.8,0,19.5,19.04,1.55,2.48,0,4.49,0,2.32,382.39,35.8,8.64,2.47,4.93,2.47,2.47,0,0,22.22,40.82,5,4,10,7,9,9,6,6,9,0,0,5.5,45.67,1,37.93,0.62,0,5,0,8.7,10.87,41.3,"H_c","c","H"
"102",102,0.11,0,5.8,0.33,7.66,0.11,32.39,21.55,0.44,1.64,0,3.39,0,5.25,403.27,65.19,5.19,0,10.36,0,1.48,0,0,17.78,49.24,3,3,10,6,9,9,6,6,9,0,0,2,0.06,1,45.51,0.44,0,4,2.32,16.28,44.18,15.11,"H_c","c","H"
"103",103,0.53,0,9.98,3.82,6.9,0,19.75,14.54,1.59,3.82,0,1.91,0,6.79,404.14,54.55,26.57,0.7,11.19,0,2.8,0,0,2.1,64.4,18,4,10,7,9,9,6,6,9,0,0,5,0.007,1,63.8,4.03,0.21,4,4.05,12.17,17.57,10.81,"H_c","c","H"
"104",104,0.26,0,3.59,2.05,4.1,0.26,14.09,28.35,2.22,1.54,0.17,0.85,0,11.44,397.06,68.87,9.58,0,5.39,0,8.38,0,0,7.78,34.07,5,3,10,6,9,9,6,6,9,0,1.54,3.5,1.575,1,36.81,2.82,0.09,4.5,12.64,11.58,20,12.63,"H_c","c","H"
"105",105,0.17,0,16.2,2.98,4.86,0.09,9.21,18.67,3.58,9.21,0.77,5.03,0,2.47,413.33,70,10.56,0,6.67,0,1.67,0,0,8.89,63.73,9,4,10,7,9,9,6,6,9,0,0.17,5.33,34.768,1,47.57,3.67,0.17,4.33,2.04,8.16,23.47,31.64,"H_c","c","H"
"106",106,0.24,0,1.19,0.95,4.52,0.12,8.1,34.76,12.62,0,0,0.24,0,7.38,402.05,37.5,17.5,0,32.51,0,1.67,0,0,10.83,49.53,0,3,10,6,9,9,6,6,9,0,0.12,2,25.119,1,2.98,8.93,6.07,4,26.09,13.04,13.05,0,"H_c","c","H"
"107",107,0,0,0.63,1.16,3.39,0,28.99,20.21,3.81,0.63,0,1.06,0,19.47,396.9,25.95,3.05,0,45.8,0,14.5,0,0,10.69,16,0,3,10,6,9,9,6,6,9,0,0.11,3.5,6.406,1,3.92,1.48,1.8,4.5,3.04,27.28,25.76,30.31,"H_c","c","H"
"108",108,0.42,0,1.8,1.8,5.93,0.32,5.08,24.55,4.97,0.32,0,0.21,0,16.83,396.85,52.63,6.77,0.75,2.26,0,13.53,0,0,24.06,32.56,3,3,10,6,9,9,6,6,9,0,0.42,2,0.39,1,29.21,0.42,0.42,5,9.68,4.03,8.07,35.49,"H_c","c","H"
"109",109,0.32,0,1.44,1.28,5.19,0.08,20.59,22.03,2.08,0.32,0,0.56,0,21.07,397.55,60.22,0,0,3.86,0,13.26,0,0,22.65,36.58,0,4,10,6,9,9,6,6,9,0,1.52,2,0.051,1,0.16,2.71,1.2,4.6,6.86,6.86,6.86,57.84,"H_c","c","H"
"110",110,0.14,0,3.75,0.28,9.44,0,20.14,39.31,4.31,0,0,0.28,0,9.31,406.4,63.89,11.11,0,9.26,0,6.48,0,0,9.26,39.19,0,4,10,6,9,9,6,6,9,0,0.56,2,0,1,0,0,0,3,16.52,7.34,4.58,54.13,"H_c","c","H"
"111",111,0.34,0,1.89,0.34,4.54,0.11,20.09,32.55,2.12,1.09,0.06,1.44,0,19.58,404.61,51.84,9.8,0,2.45,0,23.67,0,0,11.02,33.13,4,4,10,6,9,9,6,6,9,0,1.21,2,0,1.25,0.17,0.98,0.06,3.5,10.14,16.78,20.63,36.02,"H_c","c","H"
"112",112,0.29,0,0.96,1.69,2.35,1.18,17.81,27.81,9.2,0.15,0.07,0.96,0,16.63,398.05,51.58,9.47,0,11.06,0,16.84,0,0,11.05,28.62,2,3,10,6,9,9,6,6,9,0,3.02,3.5,7.25,1.25,7.43,3.97,1.91,5,26.31,27.63,14.47,3.95,"H_c","c","H"
"113",113,0.33,0,5.79,2.66,2.66,0.33,19.63,21.56,2.59,6.12,0.67,1.73,0,9.05,409.4,63.18,6.36,0,16.81,0,7.27,0,0,5.45,36.08,2,3,10,6,9,9,6,6,9,0,0,6,0.041,1,47.77,3.33,0.07,4.5,4.77,6.55,23.22,7.14,"H_c","c","H"
"114",114,0,0,3.38,2.68,3.03,0,34.72,18.24,3.31,3.1,0.28,1.9,0,11.48,401.56,25.6,0.48,0,55.07,0,4.83,0,0,14.01,32.61,0,3,10,6,9,9,6,7,9,0,0.77,5,1.457,1,10.07,5.56,0.42,3.5,8.89,11.56,24,20.45,"H_c","c","H"
"115",115,0,0,9.02,5.41,1.89,0,25.08,25,2.05,10,0.57,1.72,0,8.61,428.9,36.31,5.36,0,43.45,0,7.74,0,0,7.14,52.89,4,3,10,6,8,9,6,7,8,0,0,7,0.512,1,8.11,8.69,0.82,5.33,0.9,2.7,18.92,51.35,"H_c","c","H"
"116",116,0,0,1.05,3.93,1.31,0,43.09,16.52,2.53,2.53,0.17,3.32,0,18.88,414.96,51.52,3.64,0,26.67,0,13.94,0,0,4.24,24.98,0,3,10,6,9,9,6,6,9,0,0,5,0,1,8.04,4.28,0.17,4.33,15.24,17.14,18.1,32.38,"H_c","c","H"
"117",117,0.43,0,5.06,9.91,1.19,0,9.7,8.94,10.24,2.05,0.54,1.4,0,13.58,410.87,65.96,12.77,1.42,13.48,0,2.84,0,0,3.55,35.74,0,3,10,6,9,9,6,6,9,0,1.4,5,14.758,1,56.9,4.09,0.32,6,7.56,6.72,7.56,4.2,"H_c","c","H"
"118",118,0,0,1.06,1.71,0.73,0,29.91,20.6,2.47,1.16,0.22,3.35,0,25.95,406.93,51.7,1.31,0,17.23,0,23.76,0,0,4.7,26.59,1,3,10,6,9,9,6,6,9,0,0.8,5,6.576,1,16.08,0.98,0.25,6.63,8.16,25.51,28.57,11.73,"H_c","c","H"
"119",119,0.16,0,0.31,2.38,3.36,0.05,13.46,34.63,2.33,0.93,0.72,6,0,13.56,401.66,68.25,3.28,0,5.11,0,9.85,0,0,13.5,28.07,0,4,10,6,9,9,6,6,9,0,0.78,5,0.454,1.25,5.43,1.6,0.52,6.5,11.93,38.07,38.63,7.39,"H_c","c","H"
"120",120,1.01,0,1.81,3.22,4.63,0,14.79,29.18,8.45,2.21,0.7,5.23,0,10.56,430.4,74.5,6.04,0,2.01,0,5.37,0,0,12.08,34.43,0,3,10,6,9,9,6,6,9,0,0.4,6,3.883,1,43.16,4.23,0,7,19.01,16.53,18.18,2.48,"H_c","c","H"
"121",121,0,0,3.21,3.33,4.04,0.24,9.63,40.43,2.62,1.78,0.59,2.02,0,12.6,440.74,47.16,4.07,0,19.51,0,9.76,0,0,9.76,33.66,7,3,10,6,9,9,6,6,9,0,0.95,7,5.698,1,26.63,4.4,0,7,11.11,11.11,9.26,33.33,"H_c","c","H"
"122",122,0.05,0,0.72,0.92,1.06,1.59,36.32,14.5,0.72,1.16,0,2.17,0,20.38,421.97,61.43,4.78,0.34,8.2,0,14.68,0,0,10.24,20.55,0,4,10,6,9,9,6,6,9,0,6.6,5,76.834,1,5.83,0.67,0,6.67,9.16,5.63,11.62,3.17,"H_c","c","H"
"123",123,0.07,0,2.21,0.57,2.43,0.86,38.36,11.57,0.93,1.64,0.57,3.29,0,13.79,418.92,30.2,35.64,0.99,6.94,0,9.41,0,0,16.83,32.49,2,4,10,6,9,9,6,6,9,0,5.64,5,85.186,2,0.29,0.21,0,5.5,3.59,8.24,11.11,7.17,"H_c","c","H"
"124",124,0.16,0,5.76,3.7,1.89,1.15,38.44,13.17,1.65,3.37,1.07,2.3,0,10.04,428.9,55.17,9.77,0,10.92,0,5.75,0,0,17.82,36.93,0,4,10,6,9,9,6,6,9,0,2.55,4,92.088,2,2.39,2.14,0,6.5,5.85,1.7,7.08,7.32,"H_c","c","H"
"125",125,1.17,0,1.27,5.31,1.06,0,33.55,11.36,4.14,1.49,0.96,3.08,0,7.43,430.11,31.82,7.58,0,31.06,0,8.33,0,0,21.21,22.86,0,4,10,6,9,9,6,6,9,0,2.12,4,60.486,2,16.24,3.29,0.32,6,13.33,1.82,4.85,4.85,"H_c","c","H"
"126",126,0.08,0,1.18,2.27,2.11,0.8,20.66,25.45,1.21,1.78,1.67,4.12,0,14.37,418.01,44.39,8.38,0,11.59,0,14.8,0,0,20.86,24.72,3,4,10,6,9,9,6,6,9,0,1.08,2.3,14.541,2.9,5.98,2.14,0.1,6.4,9.1,13.64,16.86,36.8,"H_c","c","H"
"127",127,0,0,0.07,0.48,0.34,0.07,49.14,8.49,0.27,0.21,1.03,1.16,0,20.47,422.53,16.6,4.04,0,35.42,0,22.87,0,0,21.08,24.65,0,4,10,6,9,9,6,6,9,0,0.48,2,1.01,2.75,0,0.41,0,6.25,0,5.78,15.71,68.6,"H_c","c","H"
"128",128,0,0,0.52,0.63,1.15,0,46.46,16.25,0.21,0.63,2.71,5.1,0,13.85,433.17,46.72,13.87,0,18.25,0,8.76,0,0,10.95,33.02,0,4,10,6,9,9,6,6,9,0,0.63,2,0,2.67,0,2.29,0,8,8.14,24.42,9.89,48.84,"H_c","c","H"
"129",129,0.91,0,7.95,3.86,2.73,0,31.02,17.16,2.27,7.16,0.8,5,0,3.52,421.01,24.41,51.18,2.36,6.29,0,2.36,0,0,13.39,57.15,15,4,10,6,9,9,6,6,9,0,0,2,0,2.5,0,2.27,0.11,4,10.29,30.88,28.93,25.98,"H_c","c","H"
"130",130,2.5,0,2.63,3.88,3.63,0.88,29.75,21.88,0.63,1.38,0.5,5,0,6.25,423.82,37.29,20.34,0.85,16.1,0,4.24,0,0,21.19,47.75,0,4,10,6,9,9,6,6,9,0,0,2,0.002,2,0.13,5,0.25,6,4.92,26.23,24.59,27.87,"H_c","c","H"
"131",131,0.11,0,4.43,0.97,6.16,0,25.16,30.99,0.11,0.54,0,3.24,0,6.91,428.9,44.03,20.9,0,8.96,0,9.7,0,0,16.42,42.41,0,4,10,6,9,9,6,6,9,0,2.7,2,1.008,2.5,0.11,0.54,0,5,3.38,20.29,28.02,25.6,"H_c","c","H"
"132",132,0.3,0,2.43,2.43,2.84,0,41.99,13.59,1.01,2.03,0.81,3.55,0,6.9,424.54,37.68,7.25,0,31.16,0,7.97,0,0,15.94,52.58,8,4,10,6,8,9,6,6,8,0,0.41,3,0.002,1,0,1.01,0,6,4.1,27.87,13.94,40.99,"H_c","c","H"
"133",133,0.92,0,3,1.39,3.05,0.04,4.87,10.53,2.04,0.82,0.42,1.34,0,2.42,412.29,15.64,6.94,0.56,4.39,0,1.92,0,0,70.47,38.79,1,4,10,6,9,9,6,6,9,0,0.62,1.65,0.63,2.09,2.23,1.86,0.15,3.78,14.18,19.8,18.33,30.81,"H_c","c","H"
"134",134,1.85,0,3.15,2.41,3.52,0,6.11,29.26,7.41,3.15,0.93,2.78,0,6.11,418.59,34.78,11.18,0,21.12,0,10.56,0,0,22.36,34.93,2,4,10,6,9,9,6,6,9,0,9.63,1,0.218,2,11.2,2.04,0.46,3,16.78,15.49,38.06,25.16,"H_c","c","H"
"135",135,0.24,0,3.93,1.12,2.4,0,44.79,12.98,1.36,1.84,0.88,4.97,0,7.69,417.66,44.39,17.11,1.6,17.1,0,3.74,0,0,16.04,32.06,2,4,10,6,9,9,6,6,9,0,0.4,1.5,0.026,2.5,0,0.4,0.24,4.5,3.91,23.13,14.59,43.42,"H_c","c","H"
"136",136,0.46,0,3.19,1.59,1.82,0,25.97,18,0.68,2.05,1.82,1.14,0,23.69,411.48,20.9,8.96,0,28.36,0,29.85,0,0,11.94,18.29,0,4,10,6,9,9,6,6,9,0,1.14,1.5,1.984,3,0,0.23,0,3,2.04,18.37,38.78,36.74,"H_c","c","H"
"137",137,0.65,0,1.42,2.12,2.23,0.27,21.35,31.1,3.32,0.38,0.33,1.8,0,13.67,418.16,42.64,12.4,0,8.53,0,16.67,0,0,19.38,27.94,1,4,10,6,9,9,6,6,9,0,0.71,1.5,0.902,1.5,0,2.45,0,3,12.82,15.32,37.32,24.23,"H_c","c","H"
"138",138,0.34,0,1.88,4.88,4.71,0.09,13.96,36.99,5.31,1.37,0.09,1.63,0,11.13,413.79,61.18,15.88,0,3.53,0,8.24,0,0,11.18,43.54,0,4,10,6,9,9,6,6,9,0,1.03,3,13.769,1.67,0,4.54,0.17,4.33,17.44,22.06,31.32,4.99,"H_c","c","H"
"139",139,0.71,1.89,53.07,0,8.25,0,0.47,12.97,0,0,0,0.94,0,1.65,464,39.3,51,1.6,3.2,0,0,0,0,4.9,69,15,4,10,7,9,9,6,6,9,0,0,4.5,0,2,8.73,67.69,11.79,8,16.21,10.56,11.97,30.99,"H_c","c","H"
"140",140,1.92,0.14,22.53,3.37,5.5,0.07,9.19,17.25,0.28,4.05,0.04,2.02,0,2.48,434.69,46.83,15.85,0.73,25.37,0,0,0,0,11.22,44.2,6,4,10,7,10,10,6,6,9,0,0.11,4.57,7.906,1.14,40.99,20.9,4.65,8.14,2.48,5.95,13.86,22.03,"H_c","c","H"
"141",141,3.13,0,15.07,7.29,7.64,0,9.72,16.81,1.18,3.13,0.21,2.01,0,3.82,425.55,63.9,13.66,0,13.66,0,0.98,0,0,7.8,53.02,4,4,10,7,9,10,6,6,9,0,0.35,4.5,17.455,2.5,55.42,9.44,0.21,7,6.09,4.71,4.71,14.68,"H_c","c","H"
"142",142,0.15,0,9.25,9.1,2.5,0.08,13.87,16.98,1.14,2.05,0.15,2.73,0,7.28,441.22,66.49,12.57,0,10.47,0,2.62,0,0,7.85,58.48,4,3,10,6,9,9,7,7,9,0,0.76,2.67,0.062,2.33,50.64,13.87,2.2,8,4.5,1.5,2,22.5,"H_c","c","H"
"143",143,0.6,0,12.2,11.01,3.87,0,2.38,6.55,1.19,2.98,0,5.65,0,3.87,462.01,27.08,37.5,12.5,14.59,0,0,0,0,8.33,90.68,46,4,10,7,9,9,6,6,9,0,0,3,0,2,66.96,17.86,0,8,6.35,4.76,3.18,7.94,"H_d","d","H"
"144",144,0.53,0,7.82,7.49,3.01,0.07,8.36,24.47,1.34,10.83,0.94,3.68,0,4.88,415.64,38.71,8.29,0.46,38.7,0,0.46,0,0,13.36,44.87,5,4,10,7,9,10,6,6,9,0,1.27,4,22.046,1.5,25.47,11.23,0.33,7,4.92,7.21,12.46,22.95,"H_c","c","H"
"145",145,4.5,0,3.2,22.18,4.27,0,0.84,23.25,3.73,0.69,1.75,2.06,0,2.06,435.48,60.54,9.19,0.54,22.15,0,0,0,0,7.57,41.81,2,4,10,7,9,9,6,6,9,0,0.84,4,0.001,1.5,38.03,31.33,0.99,5.75,9.22,7.76,13.11,28.64,"H_c","c","H"
"146",146,4.39,0,5.86,27.53,2.49,0,3.22,24.89,6.73,3.81,2.64,0.59,0,2.2,436.88,63.16,20,0,6.32,0,5.26,0,0,5.26,62.1,23,4,10,7,9,9,6,6,9,0,0.15,4,0,2,12.3,43.63,2.78,6,2.26,1.5,22.56,26.32,"H_c","c","H"
"147",147,1.31,0,3.12,5.11,5.51,1.48,9.93,27.19,1.76,4.99,1.36,3.75,0,10.9,440.3,67.44,10.47,0,7.36,0,3.88,0,0,10.85,37.94,6,3,10,6,9,9,6,7,9,0,7.78,6,6.338,2,6.24,11.8,0.68,6.2,6.35,7,8.31,15.97,"H_c","c","H"
"148",148,0.49,0,3.24,7.13,1.62,1.3,28.85,15.24,1.78,9.24,1.3,3.4,0,9.4,443.87,55.81,32.56,0,8.14,0,0,0,0,3.49,55.25,9,3,10,6,9,9,6,7,9,0,4.21,4,62.198,2,3.4,11.35,1.62,7,0,4.17,8.33,4.17,"H_c","c","H"
"149",149,0.15,0,3.61,4.06,2.56,0,24.06,27.82,0.75,5.26,1.05,2.71,0,7.52,425.12,55.56,12.12,0,21.21,0,2.02,0,0,9.09,46.52,0,4,10,7,9,9,6,6,9,0,0.3,3,22.695,2,14.14,7.22,3.91,7,3.16,2.64,0,5.26,"H_c","c","H"
"150",150,1.95,0,5.5,11.35,2.98,0.69,9.06,17.2,3.1,8.03,0.8,4.01,0,6.08,452.27,47.24,27.56,2.36,7.08,0,2.36,0,0,8.66,83.6,18,4,10,7,9,9,6,6,9,0,2.29,2.67,0.03,2.67,29.24,11.47,1.72,7,9.15,3.82,2.29,8.39,"H_c","c","H"
"151",151,1.79,0,4.97,4.32,2.77,0.41,21.35,28.52,3.83,3.42,0.82,1.96,0,8.48,450.27,65.5,12.28,1.17,7.01,0,7.02,0,0,7.02,39.3,2,3,10,6,9,9,6,7,8,0,1.06,6.25,37.076,1,22.58,6.76,0.41,6.5,10.13,5.72,3.96,11.9,"H_c","c","H"
"152",152,1,0,1.84,2.42,2.76,0.25,36.59,23.48,1.34,1.59,1.67,4.34,0,10.44,452.44,46.43,14.29,0,16.67,0,13.69,0,0,8.93,35.89,5,4,10,6,9,9,6,6,9,0,2.17,2,0,2,0,2.34,0,7,0.91,1.37,1.83,71.23,"H_c","c","H"
"153",153,0.5,0,2.07,5.92,2.07,0,25.34,24.05,5.78,4.07,1.5,3.14,0,6.71,440.82,30.92,24.64,0,30.43,0,5.8,0,0,8.21,51.49,6,4,10,6,9,9,6,6,9,0,0.21,3,3.539,2.75,27.27,7.57,3.07,8,11.36,9.55,10.91,38.64,"H_c","c","H"
"154",154,0.32,0,4,2.72,4.32,0.16,42.24,17.92,0.32,5.28,0.64,6.4,0,2.4,441.96,43.01,29.03,0,11.83,0,2.15,0,0,13.98,65.65,9,4,10,6,9,9,5,5,9,0,0,3,0.007,1,0.8,1.76,0,7,8.97,16.66,56.41,8.97,"H_c","c","H"
"155",155,0.22,0,7.74,2.14,6.49,0.07,37.76,20.35,0.15,2.29,0.44,4.06,0,3.91,455.64,38.78,27.04,10.2,10.2,0,2.55,0,0,11.22,74.6,16,4,10,6,9,9,6,6,9,0,0,2,0.001,2.4,0,1.18,0.15,6.4,1.95,32.82,22.26,33.59,"H_c","c","H"
"156",156,0.11,0,2.93,1.74,3.91,0.11,43.48,14.02,0,4.57,1.2,4.78,0,5.43,428.8,15.33,13.14,0,51.83,0,5.84,0,0,13.87,54.61,0,4,10,6,9,9,6,6,9,0,0,3.5,0.006,1,17.72,3.37,0,7.5,4.04,27.27,25.25,26.26,"H_c","c","H"
